Date,Product type,SKU,Daily Sales,Stock Level,Price,Revenue Generated,Season,Demand Factor
2024-09-24,skincare,SKU32,47,999789,84.08,3951.7599999999998,Summer,1.5459760122564232
2024-09-25,skincare,SKU32,61,999728,84.08,5128.88,Summer,1.5459760122564232
2024-09-26,skincare,SKU32,42,999686,84.08,3531.36,Summer,1.5459760122564232
2024-09-27,skincare,SKU32,51,999635,84.08,4288.08,Summer,1.5459760122564232
2024-09-28,skincare,SKU32,48,999587,84.08,4035.84,Summer,1.5459760122564232
2024-09-29,skincare,SKU32,43,999544,84.08,3615.44,Summer,1.5459760122564232
2024-09-30,skincare,SKU32,38,999506,84.08,3195.04,Summer,1.5459760122564232
2024-10-01,skincare,SKU32,34,999472,84.08,2858.72,Summer,1.5459760122564232
2024-10-02,skincare,SKU32,42,999430,84.08,3531.36,Summer,1.5459760122564232
2024-10-03,skincare,SKU32,45,999385,84.08,3783.6,Summer,1.5459760122564232
2024-10-04,skincare,SKU32,41,999344,84.08,3447.2799999999997,Summer,1.5459760122564232
2024-10-05,skincare,SKU32,37,999307,84.08,3110.96,Summer,1.5459760122564232
2024-10-06,skincare,SKU32,44,999263,84.08,3699.52,Summer,1.5459760122564232
2024-10-07,skincare,SKU32,44,999219,84.08,3699.52,Summer,1.5459760122564232
2024-10-08,skincare,SKU32,40,999179,84.08,3363.2,Summer,1.5459760122564232
2024-10-09,skincare,SKU32,41,999138,84.08,3447.2799999999997,Summer,1.5459760122564232
2024-10-10,skincare,SKU32,37,999101,84.08,3110.96,Summer,1.5459760122564232
2024-10-11,skincare,SKU32,33,999068,84.08,2774.64,Summer,1.5459760122564232
2024-10-12,skincare,SKU32,46,999022,84.08,3867.68,Summer,1.5459760122564232
2024-10-13,skincare,SKU32,27,998995,84.08,2270.16,Summer,1.5459760122564232
2024-10-14,skincare,SKU32,39,998956,84.08,3279.12,Summer,1.5459760122564232
2024-10-15,skincare,SKU32,46,998910,84.08,3867.68,Summer,1.5459760122564232
2024-10-16,skincare,SKU32,47,998863,84.08,3951.7599999999998,Summer,1.5459760122564232
2024-10-17,skincare,SKU32,44,998819,84.08,3699.52,Summer,1.5459760122564232
2024-10-18,skincare,SKU32,33,998786,84.08,2774.64,Summer,1.5459760122564232
2024-10-19,skincare,SKU32,34,998752,84.08,2858.72,Summer,1.5459760122564232
2024-09-20,skincare,SKU57,26,999974,82.61,2147.86,Summer,1.3837245613073668
2024-09-21,skincare,SKU57,35,999939,82.61,2891.35,Summer,1.3837245613073668
2024-09-22,skincare,SKU57,24,999915,82.61,1982.6399999999999,Summer,1.3837245613073668
2024-09-23,skincare,SKU57,26,999889,82.61,2147.86,Summer,1.3837245613073668
2024-09-24,skincare,SKU57,20,999869,82.61,1652.2,Summer,1.3837245613073668
2024-09-25,skincare,SKU57,21,999848,82.61,1734.81,Summer,1.3837245613073668
2024-09-26,skincare,SKU57,33,999815,82.61,2726.13,Summer,1.3837245613073668
2024-09-27,skincare,SKU57,17,999798,82.61,1404.37,Summer,1.3837245613073668
2024-09-28,skincare,SKU57,26,999772,82.61,2147.86,Summer,1.3837245613073668
2024-09-29,skincare,SKU57,24,999748,82.61,1982.6399999999999,Summer,1.3837245613073668
2024-09-30,skincare,SKU57,25,999723,82.61,2065.25,Summer,1.3837245613073668
2024-10-01,skincare,SKU57,18,999705,82.61,1486.98,Summer,1.3837245613073668
2024-10-02,skincare,SKU57,28,999677,82.61,2313.08,Summer,1.3837245613073668
2024-10-03,skincare,SKU57,34,999643,82.61,2808.74,Summer,1.3837245613073668
2024-10-04,skincare,SKU57,20,999623,82.61,1652.2,Summer,1.3837245613073668
2024-10-05,skincare,SKU57,23,999600,82.61,1900.03,Summer,1.3837245613073668
2024-10-06,skincare,SKU57,15,999585,82.61,1239.15,Summer,1.3837245613073668
2024-10-07,skincare,SKU57,25,999560,82.61,2065.25,Summer,1.3837245613073668
2024-10-08,skincare,SKU57,28,999532,82.61,2313.08,Summer,1.3837245613073668
2024-10-09,skincare,SKU57,16,999516,82.61,1321.76,Summer,1.3837245613073668
2024-10-10,skincare,SKU57,28,999488,82.61,2313.08,Summer,1.3837245613073668
2024-10-11,skincare,SKU57,32,999456,82.61,2643.52,Summer,1.3837245613073668
2024-10-12,skincare,SKU57,21,999435,82.61,1734.81,Summer,1.3837245613073668
2024-10-13,skincare,SKU57,23,999412,82.61,1900.03,Summer,1.3837245613073668
2024-10-14,skincare,SKU57,28,999384,82.61,2313.08,Summer,1.3837245613073668
2024-10-15,skincare,SKU57,32,999352,82.61,2643.52,Summer,1.3837245613073668
2024-10-16,skincare,SKU57,22,999330,82.61,1817.42,Summer,1.3837245613073668
2024-10-17,skincare,SKU57,20,999310,82.61,1652.2,Summer,1.3837245613073668
2024-10-18,skincare,SKU57,29,999281,82.61,2395.69,Summer,1.3837245613073668
2024-10-19,skincare,SKU57,27,999254,82.61,2230.47,Summer,1.3837245613073668
2024-09-20,haircare,SKU18,22,999978,7.74,170.28,Fall,0.998654757277871
2024-09-21,haircare,SKU18,22,999956,7.74,170.28,Fall,0.998654757277871
2024-09-22,haircare,SKU18,25,999931,7.74,193.5,Fall,0.998654757277871
2024-09-23,haircare,SKU18,33,999898,7.74,255.42000000000002,Fall,0.998654757277871
2024-09-24,haircare,SKU18,21,999877,7.74,162.54,Fall,0.998654757277871
2024-09-25,haircare,SKU18,24,999853,7.74,185.76,Fall,0.998654757277871
2024-09-26,haircare,SKU18,22,999831,7.74,170.28,Fall,0.998654757277871
2024-09-27,haircare,SKU18,27,999804,7.74,208.98000000000002,Fall,0.998654757277871
2024-09-28,haircare,SKU18,23,999781,7.74,178.02,Fall,0.998654757277871
2024-09-29,haircare,SKU18,33,999748,7.74,255.42000000000002,Fall,0.998654757277871
2024-09-30,haircare,SKU18,22,999726,7.74,170.28,Fall,0.998654757277871
2024-10-01,haircare,SKU18,29,999697,7.74,224.46,Fall,0.998654757277871
2024-10-02,haircare,SKU18,19,999678,7.74,147.06,Fall,0.998654757277871
2024-10-03,haircare,SKU18,23,999655,7.74,178.02,Fall,0.998654757277871
2024-10-04,haircare,SKU18,24,999631,7.74,185.76,Fall,0.998654757277871
2024-10-05,haircare,SKU18,24,999607,7.74,185.76,Fall,0.998654757277871
2024-10-06,haircare,SKU18,29,999578,7.74,224.46,Fall,0.998654757277871
2024-10-07,haircare,SKU18,24,999554,7.74,185.76,Fall,0.998654757277871
2024-10-08,haircare,SKU18,18,999536,7.74,139.32,Fall,0.998654757277871
2024-10-09,haircare,SKU18,29,999507,7.74,224.46,Fall,0.998654757277871
2024-10-10,haircare,SKU18,26,999481,7.74,201.24,Fall,0.998654757277871
2024-10-11,haircare,SKU18,22,999459,7.74,170.28,Fall,0.998654757277871
2024-10-12,haircare,SKU18,18,999441,7.74,139.32,Fall,0.998654757277871
2024-10-13,haircare,SKU18,21,999420,7.74,162.54,Fall,0.998654757277871
2024-10-14,haircare,SKU18,23,999397,7.74,178.02,Fall,0.998654757277871
2024-10-15,haircare,SKU18,31,999366,7.74,239.94,Fall,0.998654757277871
2024-10-16,haircare,SKU18,24,999342,7.74,185.76,Fall,0.998654757277871
2024-10-17,haircare,SKU18,18,999324,7.74,139.32,Fall,0.998654757277871
2024-10-18,haircare,SKU18,21,999303,7.74,162.54,Fall,0.998654757277871
2024-10-19,haircare,SKU18,20,999283,7.74,154.8,Fall,0.998654757277871
2024-09-20,skincare,SKU39,23,999977,80.31,1847.13,Spring,0.9228215736889788
2024-09-21,skincare,SKU39,18,999959,80.31,1445.58,Spring,0.9228215736889788
2024-09-22,skincare,SKU39,20,999939,80.31,1606.2,Spring,0.9228215736889788
2024-09-23,skincare,SKU39,13,999926,80.31,1044.03,Spring,0.9228215736889788
2024-09-24,skincare,SKU39,20,999906,80.31,1606.2,Spring,0.9228215736889788
2024-09-25,skincare,SKU39,35,999871,80.31,2810.85,Spring,0.9228215736889788
2024-09-26,skincare,SKU39,36,999835,80.31,2891.16,Spring,0.9228215736889788
2024-09-27,skincare,SKU39,21,999814,80.31,1686.51,Spring,0.9228215736889788
2024-09-28,skincare,SKU39,22,999792,80.31,1766.8200000000002,Spring,0.9228215736889788
2024-09-29,skincare,SKU39,24,999768,80.31,1927.44,Spring,0.9228215736889788
2024-09-30,skincare,SKU39,27,999741,80.31,2168.37,Spring,0.9228215736889788
2024-10-01,skincare,SKU39,18,999723,80.31,1445.58,Spring,0.9228215736889788
2024-10-02,skincare,SKU39,27,999696,80.31,2168.37,Spring,0.9228215736889788
2024-10-03,skincare,SKU39,29,999667,80.31,2328.9900000000002,Spring,0.9228215736889788
2024-10-04,skincare,SKU39,28,999639,80.31,2248.6800000000003,Spring,0.9228215736889788
2024-10-05,skincare,SKU39,29,999610,80.31,2328.9900000000002,Spring,0.9228215736889788
2024-10-06,skincare,SKU39,24,999586,80.31,1927.44,Spring,0.9228215736889788
2024-10-07,skincare,SKU39,31,999555,80.31,2489.61,Spring,0.9228215736889788
2024-10-08,skincare,SKU39,19,999536,80.31,1525.89,Spring,0.9228215736889788
2024-10-09,skincare,SKU39,26,999510,80.31,2088.06,Spring,0.9228215736889788
2024-10-10,skincare,SKU39,26,999484,80.31,2088.06,Spring,0.9228215736889788
2024-10-11,skincare,SKU39,18,999466,80.31,1445.58,Spring,0.9228215736889788
2024-10-12,skincare,SKU39,26,999440,80.31,2088.06,Spring,0.9228215736889788
2024-10-13,skincare,SKU39,24,999416,80.31,1927.44,Spring,0.9228215736889788
2024-10-14,skincare,SKU39,34,999382,80.31,2730.54,Spring,0.9228215736889788
2024-10-15,skincare,SKU39,23,999359,80.31,1847.13,Spring,0.9228215736889788
2024-10-16,skincare,SKU39,21,999338,80.31,1686.51,Spring,0.9228215736889788
2024-10-17,skincare,SKU39,22,999316,80.31,1766.8200000000002,Spring,0.9228215736889788
2024-10-18,skincare,SKU39,19,999297,80.31,1525.89,Spring,0.9228215736889788
2024-10-19,skincare,SKU39,19,999278,80.31,1525.89,Spring,0.9228215736889788
2024-09-20,haircare,SKU59,137,999863,6.1,835.6999999999999,Fall,0.9621550658506084
2024-09-21,haircare,SKU59,122,999741,6.1,744.1999999999999,Fall,0.9621550658506084
2024-09-22,haircare,SKU59,126,999615,6.1,768.5999999999999,Fall,0.9621550658506084
2024-09-23,haircare,SKU59,125,999490,6.1,762.5,Fall,0.9621550658506084
2024-09-24,haircare,SKU59,146,999344,6.1,890.5999999999999,Fall,0.9621550658506084
2024-09-25,haircare,SKU59,132,999212,6.1,805.1999999999999,Fall,0.9621550658506084
2024-09-26,haircare,SKU59,143,999069,6.1,872.3,Fall,0.9621550658506084
2024-09-27,haircare,SKU59,130,998939,6.1,793.0,Fall,0.9621550658506084
2024-09-28,haircare,SKU59,161,998778,6.1,982.0999999999999,Fall,0.9621550658506084
2024-09-29,haircare,SKU59,131,998647,6.1,799.0999999999999,Fall,0.9621550658506084
2024-09-30,haircare,SKU59,128,998519,6.1,780.8,Fall,0.9621550658506084
2024-10-01,haircare,SKU59,114,998405,6.1,695.4,Fall,0.9621550658506084
2024-10-02,haircare,SKU59,151,998254,6.1,921.0999999999999,Fall,0.9621550658506084
2024-10-03,haircare,SKU59,116,998138,6.1,707.5999999999999,Fall,0.9621550658506084
2024-10-04,haircare,SKU59,110,998028,6.1,671.0,Fall,0.9621550658506084
2024-10-05,haircare,SKU59,139,997889,6.1,847.9,Fall,0.9621550658506084
2024-10-06,haircare,SKU59,140,997749,6.1,854.0,Fall,0.9621550658506084
2024-10-07,haircare,SKU59,129,997620,6.1,786.9,Fall,0.9621550658506084
2024-10-08,haircare,SKU59,131,997489,6.1,799.0999999999999,Fall,0.9621550658506084
2024-10-09,haircare,SKU59,133,997356,6.1,811.3,Fall,0.9621550658506084
2024-10-10,haircare,SKU59,147,997209,6.1,896.6999999999999,Fall,0.9621550658506084
2024-10-11,haircare,SKU59,124,997085,6.1,756.4,Fall,0.9621550658506084
2024-10-12,haircare,SKU59,126,996959,6.1,768.5999999999999,Fall,0.9621550658506084
2024-10-13,haircare,SKU59,121,996838,6.1,738.0999999999999,Fall,0.9621550658506084
2024-10-14,haircare,SKU59,124,996714,6.1,756.4,Fall,0.9621550658506084
2024-10-15,haircare,SKU59,146,996568,6.1,890.5999999999999,Fall,0.9621550658506084
2024-10-16,haircare,SKU59,141,996427,6.1,860.0999999999999,Fall,0.9621550658506084
2024-10-17,haircare,SKU59,120,996307,6.1,732.0,Fall,0.9621550658506084
2024-10-18,haircare,SKU59,138,996169,6.1,841.8,Fall,0.9621550658506084
2024-10-19,haircare,SKU59,136,996033,6.1,829.5999999999999,Fall,0.9621550658506084
2024-09-20,haircare,SKU22,11,999989,49.47,544.17,Fall,0.9209159803134724
2024-09-21,haircare,SKU22,14,999975,49.47,692.5799999999999,Fall,0.9209159803134724
2024-09-22,haircare,SKU22,9,999966,49.47,445.23,Fall,0.9209159803134724
2024-09-23,haircare,SKU22,5,999961,49.47,247.35,Fall,0.9209159803134724
2024-09-24,haircare,SKU22,11,999950,49.47,544.17,Fall,0.9209159803134724
2024-09-25,haircare,SKU22,10,999940,49.47,494.7,Fall,0.9209159803134724
2024-09-26,haircare,SKU22,6,999934,49.47,296.82,Fall,0.9209159803134724
2024-09-27,haircare,SKU22,5,999929,49.47,247.35,Fall,0.9209159803134724
2024-09-28,haircare,SKU22,10,999919,49.47,494.7,Fall,0.9209159803134724
2024-09-29,haircare,SKU22,9,999910,49.47,445.23,Fall,0.9209159803134724
2024-09-30,haircare,SKU22,5,999905,49.47,247.35,Fall,0.9209159803134724
2024-10-01,haircare,SKU22,4,999901,49.47,197.88,Fall,0.9209159803134724
2024-10-02,haircare,SKU22,5,999896,49.47,247.35,Fall,0.9209159803134724
2024-10-03,haircare,SKU22,8,999888,49.47,395.76,Fall,0.9209159803134724
2024-10-04,haircare,SKU22,5,999883,49.47,247.35,Fall,0.9209159803134724
2024-10-05,haircare,SKU22,5,999878,49.47,247.35,Fall,0.9209159803134724
2024-10-06,haircare,SKU22,7,999871,49.47,346.28999999999996,Fall,0.9209159803134724
2024-10-07,haircare,SKU22,4,999867,49.47,197.88,Fall,0.9209159803134724
2024-10-08,haircare,SKU22,6,999861,49.47,296.82,Fall,0.9209159803134724
2024-10-09,haircare,SKU22,9,999852,49.47,445.23,Fall,0.9209159803134724
2024-10-10,haircare,SKU22,4,999848,49.47,197.88,Fall,0.9209159803134724
2024-10-11,haircare,SKU22,12,999836,49.47,593.64,Fall,0.9209159803134724
2024-10-12,haircare,SKU22,13,999823,49.47,643.11,Fall,0.9209159803134724
2024-10-13,haircare,SKU22,9,999814,49.47,445.23,Fall,0.9209159803134724
2024-10-14,haircare,SKU22,10,999804,49.47,494.7,Fall,0.9209159803134724
2024-10-15,haircare,SKU22,5,999799,49.47,247.35,Fall,0.9209159803134724
2024-10-16,haircare,SKU22,9,999790,49.47,445.23,Fall,0.9209159803134724
2024-10-17,haircare,SKU22,12,999778,49.47,593.64,Fall,0.9209159803134724
2024-10-18,haircare,SKU22,9,999769,49.47,445.23,Fall,0.9209159803134724
2024-10-19,haircare,SKU22,5,999764,49.47,247.35,Fall,0.9209159803134724
2024-09-20,skincare,SKU89,108,999892,24.77,2675.16,Summer,1.364815152052728
2024-09-21,skincare,SKU89,82,999810,24.77,2031.1399999999999,Summer,1.364815152052728
2024-09-22,skincare,SKU89,79,999731,24.77,1956.83,Summer,1.364815152052728
2024-09-23,skincare,SKU89,84,999647,24.77,2080.68,Summer,1.364815152052728
2024-09-24,skincare,SKU89,78,999569,24.77,1932.06,Summer,1.364815152052728
2024-09-25,skincare,SKU89,98,999471,24.77,2427.46,Summer,1.364815152052728
2024-09-26,skincare,SKU89,83,999388,24.77,2055.91,Summer,1.364815152052728
2024-09-27,skincare,SKU89,86,999302,24.77,2130.22,Summer,1.364815152052728
2024-09-28,skincare,SKU89,86,999216,24.77,2130.22,Summer,1.364815152052728
2024-09-29,skincare,SKU89,97,999119,24.77,2402.69,Summer,1.364815152052728
2024-09-30,skincare,SKU89,85,999034,24.77,2105.45,Summer,1.364815152052728
2024-10-01,skincare,SKU89,86,998948,24.77,2130.22,Summer,1.364815152052728
2024-10-02,skincare,SKU89,97,998851,24.77,2402.69,Summer,1.364815152052728
2024-10-03,skincare,SKU89,84,998767,24.77,2080.68,Summer,1.364815152052728
2024-10-04,skincare,SKU89,91,998676,24.77,2254.07,Summer,1.364815152052728
2024-10-05,skincare,SKU89,76,998600,24.77,1882.52,Summer,1.364815152052728
2024-10-06,skincare,SKU89,83,998517,24.77,2055.91,Summer,1.364815152052728
2024-10-07,skincare,SKU89,91,998426,24.77,2254.07,Summer,1.364815152052728
2024-10-08,skincare,SKU89,75,998351,24.77,1857.75,Summer,1.364815152052728
2024-10-09,skincare,SKU89,92,998259,24.77,2278.84,Summer,1.364815152052728
2024-10-10,skincare,SKU89,87,998172,24.77,2154.99,Summer,1.364815152052728
2024-10-11,skincare,SKU89,93,998079,24.77,2303.61,Summer,1.364815152052728
2024-10-12,skincare,SKU89,113,997966,24.77,2799.0099999999998,Summer,1.364815152052728
2024-10-13,skincare,SKU89,81,997885,24.77,2006.37,Summer,1.364815152052728
2024-10-14,skincare,SKU89,75,997810,24.77,1857.75,Summer,1.364815152052728
2024-10-15,skincare,SKU89,79,997731,24.77,1956.83,Summer,1.364815152052728
2024-10-16,skincare,SKU89,74,997657,24.77,1832.98,Summer,1.364815152052728
2024-10-17,skincare,SKU89,85,997572,24.77,2105.45,Summer,1.364815152052728
2024-10-18,skincare,SKU89,75,997497,24.77,1857.75,Summer,1.364815152052728
2024-10-19,skincare,SKU89,90,997407,24.77,2229.3,Summer,1.364815152052728
2024-09-20,haircare,SKU33,11,999989,23.19,255.09,Winter,1.2941999472351238
2024-09-21,haircare,SKU33,12,999977,23.19,278.28000000000003,Winter,1.2941999472351238
2024-09-22,haircare,SKU33,12,999965,23.19,278.28000000000003,Winter,1.2941999472351238
2024-09-23,haircare,SKU33,14,999951,23.19,324.66,Winter,1.2941999472351238
2024-09-24,haircare,SKU33,11,999940,23.19,255.09,Winter,1.2941999472351238
2024-09-25,haircare,SKU33,18,999922,23.19,417.42,Winter,1.2941999472351238
2024-09-26,haircare,SKU33,13,999909,23.19,301.47,Winter,1.2941999472351238
2024-09-27,haircare,SKU33,17,999892,23.19,394.23,Winter,1.2941999472351238
2024-09-28,haircare,SKU33,11,999881,23.19,255.09,Winter,1.2941999472351238
2024-09-29,haircare,SKU33,12,999869,23.19,278.28000000000003,Winter,1.2941999472351238
2024-09-30,haircare,SKU33,17,999852,23.19,394.23,Winter,1.2941999472351238
2024-10-01,haircare,SKU33,21,999831,23.19,486.99,Winter,1.2941999472351238
2024-10-02,haircare,SKU33,15,999816,23.19,347.85,Winter,1.2941999472351238
2024-10-03,haircare,SKU33,11,999805,23.19,255.09,Winter,1.2941999472351238
2024-10-04,haircare,SKU33,8,999797,23.19,185.52,Winter,1.2941999472351238
2024-10-05,haircare,SKU33,16,999781,23.19,371.04,Winter,1.2941999472351238
2024-10-06,haircare,SKU33,14,999767,23.19,324.66,Winter,1.2941999472351238
2024-10-07,haircare,SKU33,11,999756,23.19,255.09,Winter,1.2941999472351238
2024-10-08,haircare,SKU33,18,999738,23.19,417.42,Winter,1.2941999472351238
2024-10-09,haircare,SKU33,16,999722,23.19,371.04,Winter,1.2941999472351238
2024-10-10,haircare,SKU33,12,999710,23.19,278.28000000000003,Winter,1.2941999472351238
2024-10-11,haircare,SKU33,7,999703,23.19,162.33,Winter,1.2941999472351238
2024-10-12,haircare,SKU33,10,999693,23.19,231.9,Winter,1.2941999472351238
2024-10-13,haircare,SKU33,12,999681,23.19,278.28000000000003,Winter,1.2941999472351238
2024-10-14,haircare,SKU33,11,999670,23.19,255.09,Winter,1.2941999472351238
2024-10-15,haircare,SKU33,15,999655,23.19,347.85,Winter,1.2941999472351238
2024-10-16,haircare,SKU33,15,999640,23.19,347.85,Winter,1.2941999472351238
2024-10-17,haircare,SKU33,11,999629,23.19,255.09,Winter,1.2941999472351238
2024-10-18,haircare,SKU33,13,999616,23.19,301.47,Winter,1.2941999472351238
2024-10-19,haircare,SKU33,14,999602,23.19,324.66,Winter,1.2941999472351238
2024-09-20,haircare,SKU17,203,999797,46.31,9400.93,Summer,1.4326014036370447
2024-09-21,haircare,SKU17,207,999590,46.31,9586.17,Summer,1.4326014036370447
2024-09-22,haircare,SKU17,212,999378,46.31,9817.720000000001,Summer,1.4326014036370447
2024-09-23,haircare,SKU17,200,999178,46.31,9262.0,Summer,1.4326014036370447
2024-09-24,haircare,SKU17,202,998976,46.31,9354.62,Summer,1.4326014036370447
2024-09-25,haircare,SKU17,217,998759,46.31,10049.27,Summer,1.4326014036370447
2024-09-26,haircare,SKU17,205,998554,46.31,9493.550000000001,Summer,1.4326014036370447
2024-09-27,haircare,SKU17,189,998365,46.31,8752.59,Summer,1.4326014036370447
2024-09-28,haircare,SKU17,205,998160,46.31,9493.550000000001,Summer,1.4326014036370447
2024-09-29,haircare,SKU17,201,997959,46.31,9308.310000000001,Summer,1.4326014036370447
2024-09-30,haircare,SKU17,214,997745,46.31,9910.34,Summer,1.4326014036370447
2024-10-01,haircare,SKU17,195,997550,46.31,9030.45,Summer,1.4326014036370447
2024-10-02,haircare,SKU17,215,997335,46.31,9956.65,Summer,1.4326014036370447
2024-10-03,haircare,SKU17,196,997139,46.31,9076.76,Summer,1.4326014036370447
2024-10-04,haircare,SKU17,180,996959,46.31,8335.800000000001,Summer,1.4326014036370447
2024-10-05,haircare,SKU17,187,996772,46.31,8659.970000000001,Summer,1.4326014036370447
2024-10-06,haircare,SKU17,194,996578,46.31,8984.140000000001,Summer,1.4326014036370447
2024-10-07,haircare,SKU17,234,996344,46.31,10836.54,Summer,1.4326014036370447
2024-10-08,haircare,SKU17,206,996138,46.31,9539.86,Summer,1.4326014036370447
2024-10-09,haircare,SKU17,203,995935,46.31,9400.93,Summer,1.4326014036370447
2024-10-10,haircare,SKU17,202,995733,46.31,9354.62,Summer,1.4326014036370447
2024-10-11,haircare,SKU17,195,995538,46.31,9030.45,Summer,1.4326014036370447
2024-10-12,haircare,SKU17,204,995334,46.31,9447.24,Summer,1.4326014036370447
2024-10-13,haircare,SKU17,198,995136,46.31,9169.380000000001,Summer,1.4326014036370447
2024-10-14,haircare,SKU17,191,994945,46.31,8845.210000000001,Summer,1.4326014036370447
2024-10-15,haircare,SKU17,173,994772,46.31,8011.63,Summer,1.4326014036370447
2024-10-16,haircare,SKU17,196,994576,46.31,9076.76,Summer,1.4326014036370447
2024-10-17,haircare,SKU17,177,994399,46.31,8196.87,Summer,1.4326014036370447
2024-10-18,haircare,SKU17,186,994213,46.31,8613.66,Summer,1.4326014036370447
2024-10-19,haircare,SKU17,211,994002,46.31,9771.41,Summer,1.4326014036370447
2024-09-20,haircare,SKU67,46,999954,6.79,312.34,Summer,1.354332859825286
2024-09-21,haircare,SKU67,55,999899,6.79,373.45,Summer,1.354332859825286
2024-09-22,haircare,SKU67,57,999842,6.79,387.03000000000003,Summer,1.354332859825286
2024-09-23,haircare,SKU67,44,999798,6.79,298.76,Summer,1.354332859825286
2024-09-24,haircare,SKU67,49,999749,6.79,332.71,Summer,1.354332859825286
2024-09-25,haircare,SKU67,56,999693,6.79,380.24,Summer,1.354332859825286
2024-09-26,haircare,SKU67,35,999658,6.79,237.65,Summer,1.354332859825286
2024-09-27,haircare,SKU67,44,999614,6.79,298.76,Summer,1.354332859825286
2024-09-28,haircare,SKU67,47,999567,6.79,319.13,Summer,1.354332859825286
2024-09-29,haircare,SKU67,29,999538,6.79,196.91,Summer,1.354332859825286
2024-09-30,haircare,SKU67,47,999491,6.79,319.13,Summer,1.354332859825286
2024-10-01,haircare,SKU67,45,999446,6.79,305.55,Summer,1.354332859825286
2024-10-02,haircare,SKU67,48,999398,6.79,325.92,Summer,1.354332859825286
2024-10-03,haircare,SKU67,57,999341,6.79,387.03000000000003,Summer,1.354332859825286
2024-10-04,haircare,SKU67,52,999289,6.79,353.08,Summer,1.354332859825286
2024-10-05,haircare,SKU67,52,999237,6.79,353.08,Summer,1.354332859825286
2024-10-06,haircare,SKU67,52,999185,6.79,353.08,Summer,1.354332859825286
2024-10-07,haircare,SKU67,41,999144,6.79,278.39,Summer,1.354332859825286
2024-10-08,haircare,SKU67,46,999098,6.79,312.34,Summer,1.354332859825286
2024-10-09,haircare,SKU67,47,999051,6.79,319.13,Summer,1.354332859825286
2024-10-10,haircare,SKU67,37,999014,6.79,251.23,Summer,1.354332859825286
2024-10-11,haircare,SKU67,53,998961,6.79,359.87,Summer,1.354332859825286
2024-10-12,haircare,SKU67,42,998919,6.79,285.18,Summer,1.354332859825286
2024-10-13,haircare,SKU67,46,998873,6.79,312.34,Summer,1.354332859825286
2024-10-14,haircare,SKU67,46,998827,6.79,312.34,Summer,1.354332859825286
2024-10-15,haircare,SKU67,54,998773,6.79,366.66,Summer,1.354332859825286
2024-10-16,haircare,SKU67,42,998731,6.79,285.18,Summer,1.354332859825286
2024-10-17,haircare,SKU67,47,998684,6.79,319.13,Summer,1.354332859825286
2024-10-18,haircare,SKU67,46,998638,6.79,312.34,Summer,1.354332859825286
2024-10-19,haircare,SKU67,43,998595,6.79,291.97,Summer,1.354332859825286
2024-09-20,haircare,SKU91,62,999938,40.15,2489.2999999999997,Fall,1.0823252223473734
2024-09-21,haircare,SKU91,59,999879,40.15,2368.85,Fall,1.0823252223473734
2024-09-22,haircare,SKU91,68,999811,40.15,2730.2,Fall,1.0823252223473734
2024-09-23,haircare,SKU91,57,999754,40.15,2288.5499999999997,Fall,1.0823252223473734
2024-09-24,haircare,SKU91,79,999675,40.15,3171.85,Fall,1.0823252223473734
2024-09-25,haircare,SKU91,53,999622,40.15,2127.95,Fall,1.0823252223473734
2024-09-26,haircare,SKU91,67,999555,40.15,2690.0499999999997,Fall,1.0823252223473734
2024-09-27,haircare,SKU91,45,999510,40.15,1806.75,Fall,1.0823252223473734
2024-09-28,haircare,SKU91,52,999458,40.15,2087.7999999999997,Fall,1.0823252223473734
2024-09-29,haircare,SKU91,67,999391,40.15,2690.0499999999997,Fall,1.0823252223473734
2024-09-30,haircare,SKU91,54,999337,40.15,2168.1,Fall,1.0823252223473734
2024-10-01,haircare,SKU91,55,999282,40.15,2208.25,Fall,1.0823252223473734
2024-10-02,haircare,SKU91,49,999233,40.15,1967.35,Fall,1.0823252223473734
2024-10-03,haircare,SKU91,53,999180,40.15,2127.95,Fall,1.0823252223473734
2024-10-04,haircare,SKU91,62,999118,40.15,2489.2999999999997,Fall,1.0823252223473734
2024-10-05,haircare,SKU91,64,999054,40.15,2569.6,Fall,1.0823252223473734
2024-10-06,haircare,SKU91,60,998994,40.15,2409.0,Fall,1.0823252223473734
2024-10-07,haircare,SKU91,65,998929,40.15,2609.75,Fall,1.0823252223473734
2024-10-08,haircare,SKU91,54,998875,40.15,2168.1,Fall,1.0823252223473734
2024-10-09,haircare,SKU91,52,998823,40.15,2087.7999999999997,Fall,1.0823252223473734
2024-10-10,haircare,SKU91,49,998774,40.15,1967.35,Fall,1.0823252223473734
2024-10-11,haircare,SKU91,74,998700,40.15,2971.1,Fall,1.0823252223473734
2024-10-12,haircare,SKU91,63,998637,40.15,2529.45,Fall,1.0823252223473734
2024-10-13,haircare,SKU91,52,998585,40.15,2087.7999999999997,Fall,1.0823252223473734
2024-10-14,haircare,SKU91,50,998535,40.15,2007.5,Fall,1.0823252223473734
2024-10-15,haircare,SKU91,53,998482,40.15,2127.95,Fall,1.0823252223473734
2024-10-16,haircare,SKU91,74,998408,40.15,2971.1,Fall,1.0823252223473734
2024-10-17,haircare,SKU91,52,998356,40.15,2087.7999999999997,Fall,1.0823252223473734
