Date,Product type,SKU,Price,Availability,Number of products sold,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
2023-01-29,skincare,SKU49,86.18553056507048,104,63,Male,39,11,34,2,Carrier C,16.517810030223785,Supplier 4,Delhi,572,14,33.58138033142939,Pending,2.6168129326405443,Rail,Route A,178.33311744565606,Summer,0.8230036814581181
2023-01-29,haircare,SKU50,63.33367043390356,80,63,Unknown,54,2,49,1,Carrier A,29.730181774611978,Supplier 3,Mumbai,955,17,67.98728347319431,Pending,2.869308856765132,Rail,Route B,201.28793010350017,Summer,1.4459784797957957
2023-01-30,skincare,SKU47,98.64712930585267,68,58,Unknown,93,5,47,3,Carrier A,29.42080515149255,Supplier 4,Bangalore,604,9,45.14654108626891,Fail,1.2595662652455921,Air,Route B,206.02911644852838,Winter,1.3871056810249327
2023-01-30,haircare,SKU48,36.97386008978694,80,69,Unknown,53,5,12,5,Carrier A,27.46133153086168,Supplier 3,Delhi,958,16,65.91369022487146,Fail,2.0772581509952817,Rail,Route B,333.49702471070094,Winter,0.9727359178798348
2023-01-30,haircare,SKU49,39.53638415447085,82,55,Non-binary,70,1,30,6,Carrier B,29.97866261417496,Supplier 2,Delhi,559,14,60.716022308082046,Pending,0.6096948558139108,Rail,Route A,284.5720573458759,Summer,0.9065074901392107
2023-01-30,skincare,SKU50,24.148668939872444,110,16,Female,95,1,17,3,Carrier A,29.60579883377691,Supplier 4,Delhi,718,7,68.26874565067648,Fail,0.711696256533328,Air,Route C,256.84792473835876,Spring,1.2647319978208569
2023-01-31,haircare,SKU47,26.93638834859555,127,17,Female,39,13,34,6,Carrier B,16.467231068868138,Supplier 1,Kolkata,983,8,39.02193624517734,Pending,0.7064724680890371,Road,Route C,299.0703986991932,Winter,1.1835044875140124
2023-01-31,haircare,SKU48,98.285503026093,83,34,Male,27,6,17,6,Carrier B,10.877280881210645,Supplier 2,Delhi,828,16,54.716658929373196,Pass,1.4275752106873272,Road,Route A,266.5528147332754,Spring,1.3490427111472187
2023-01-31,haircare,SKU49,81.60613639676667,98,19,Non-binary,73,5,32,4,Carrier B,12.352879117148154,Supplier 2,Delhi,974,7,36.499086774198105,Pending,1.4216534167365984,Rail,Route C,313.21170399718085,Summer,1.2868557164019365
2023-01-31,skincare,SKU50,44.02054777819235,87,27,Female,24,4,48,3,Carrier C,22.801473792716834,Supplier 4,Bangalore,495,15,31.99107989906283,Pending,1.5501510183791465,Rail,Route A,312.4414269281932,Spring,1.480604519465168
